timestamp,test-class,test-method,time,description,result
"2022-06-03 05:13:59.29","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",15136,""[1] recordIndex=1, title=esto es estopa esto es estopa esto es estopa esto es estopa esto es estopa esto es estopa esto es esto es estopa, description=Este es el Chimpum 2 con un titulo de mas de 100 caracteres, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","OK"
"2022-06-03 05:14:10.123","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",10321,""[2] recordIndex=2, title=El Chimpum 3 negativo, description=abc def ghi jkl mno pqrs tuv wxyz ABC DEF GHI JKL MNO PQRS TUV WXYZ !'§ $%& /() =?* '<> #|; ²³~ @`´ ©«» ¤¼× {} abc def ghi jkl mno pqrs tuv wxyz ABC DEF GHI JKL MNO PQRS TUV WXYZ !'§ $%& /() =?* '<> #|; ²³~ @`´ ©«» ¤¼× {} abc def ghi jkl mno pqrs tuv wxyz esta descripcion tiene mas de 255 caracteres, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","OK"
"2022-06-03 05:14:20.537","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",9855,""[3] recordIndex=3, title=null, description=Este es el Chimpum 4 testeo titulo vacio, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","OK"
"2022-06-03 05:14:31.502","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",10471,""[4] recordIndex=4, title=El Chimpum 5 negativo descripcion vacia, description=null, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","OK"
"2022-06-03 05:14:42.235","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",10170,""[5] recordIndex=5, title=El Chimpum 7 negativo startdate mal, description=Este es el Chimpum 7 testeo, startDate=2021/03/31 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","OK"
"2022-06-03 05:14:52.093","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",9332,""[6] recordIndex=6, title=El Chimpum 8 negativo finishdate mal, description=Este es el Chimpum 8 testeo, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","Errors were expected, but not found"
"2022-06-03 05:15:02.621","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",9905,""[7] recordIndex=7, title=El Chimpum 9 budget negativo, description=Este es el Chimpum 9 testeo, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR -100.00, link=null"","OK"
"2022-06-03 05:15:13.36","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",10213,""[8] recordIndex=8, title=El Chimpum 10 budget erroneo, description=Este es el Chimpum 10 testeo, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=YEN 1300.00, link=null"","OK"
"2022-06-03 05:15:23.889","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",9903,""[9] recordIndex=9, title=El Chimpum 11 budget vacio, description=Este es el Chimpum 11 testeo, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=null, link=null"","OK"
"2022-06-03 05:15:33.811","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",9410,""[10] recordIndex=10, title=sexo viagra, description=Este es el Chimpum 12 testeo, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=este enlace esta mal escrito"","OK"
"2022-06-03 05:15:44.729","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",10393,""[11] recordIndex=11, title=El Chimpum 13 negativo, description=cialis sexo nigeria, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","OK"
"2022-06-03 05:15:55.357","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negative",10079,""[12] recordIndex=12, title=sexo sexo, description=esta es una descripcion con spam cialis, startDate=2025/04/02 12:00, finishDate=2025/04/15 12:00, budget=EUR 50.00, link=null"","OK"
