timestamp,test-class,test-method,time,description,result
"2022-06-03 05:18:19.568","acme.testing.inventor.chimpum.InventorChimpumListTest","positive",13655,""[1] recordIndex=0, code=17/05/21-ABC-000-A, creationMoment=2021/05/17 15:00, title=El Chimpum 1, description=Este es el Chimpum 1, startDate=2021/06/19 16:00, finishDate=2021/06/26 16:01, budget=EUR 50.00, link=null"","OK"
"2022-06-03 05:18:29.26","acme.testing.inventor.chimpum.InventorChimpumListTest","positive",9176,""[2] recordIndex=1, code=28/08/21-XYZ-999-X, creationMoment=2021/08/28 17:45, title=El Chimpum 2, description=Este es el Chimpum 2, startDate=2020/09/30 13:30, finishDate=2020/10/07 14:00, budget=EUR 300.00, link=https://www.jsabina.com/"","OK"
